,review_id,awesome,great,cute,clean,favorite,dirty,loose,expensive,unfortunately,wrong
5572,R2751N9E5N6077,not,not,not,not,not,not,not,not,not,not
5573,R2IRP45N7AUQE3,not,not,not,not,not,not,not,not,not,not
5574,RDYVQLZQAPVON,not,not,not,not,not,not,not,not,not,not
5575,R1HXABLGC0K66D,not,not,not,not,not,not,not,not,not,not
5576,R1CUD74471GYAF,not,not,not,not,not,not,not,not,not,not
5577,RJSWQ9WV59UFZ,not,not,not,not,not,not,not,not,not,not
5578,RKDTF1CCS7QMQ,not,not,not,not,not,not,not,not,not,not
5579,R1JWNC2J3K9R6C,not,not,not,not,not,in,not,not,not,not
5580,R3462E93ULF9Y6,not,not,not,not,not,not,not,not,not,not
5581,R3EWEU4OD58QM5,not,not,not,not,not,not,not,not,not,not
5582,R2XLXXSHVTM1NG,not,not,not,not,in,not,not,not,not,not
5583,RPFAFGV64DZNF,not,not,not,not,not,not,not,not,not,not
5584,r3eeiikjgi0jzl,not,not,not,not,not,not,not,not,not,not
5585,RK4PKL5SM50MD,not,not,not,not,not,not,not,not,not,not
5586,RWRTMP8IJ2UU0,not,not,not,not,not,not,not,not,not,not
5587,R14IWAMOKSS5O7,not,not,not,in,not,not,not,in,not,not
5588,R3CFIJB69YNA6J,not,not,not,not,not,not,not,not,not,not
5589,RML7LQNLF39SM,not,not,not,not,not,not,not,not,not,not
5590,R35T3LPIHM7D8N,not,not,not,not,not,not,not,not,not,not
5591,R1ZNNHMYZ9PBPW,not,not,not,not,not,not,not,not,not,not
5592,R3KEYHZYZGF1RJ,not,not,not,not,not,not,not,not,not,not
5593,R1067BI8RM77O3,not,not,not,not,in,not,not,not,not,not
5594,R3G16F5OR7A9SL,not,not,not,not,in,not,not,not,not,not
5595,R2UY6HG8C6UC6C,not,not,in,not,not,not,not,not,not,not
5596,R39F9AS9BQL2JP,not,not,not,not,not,not,not,not,not,not
5597,R397WO89C3GVK6,not,in,not,not,not,not,not,not,not,not
5598,R38FB96TWKPMU3,not,not,not,not,not,not,not,not,not,not
5599,RUQXJ0RE40BQQ,not,not,in,not,not,not,not,not,not,not
5600,RYCLJ5O57AHL9,not,not,not,not,not,not,not,not,not,not
5601,R3PZ54C3AVIT6V,not,not,not,not,not,not,not,not,not,not
5602,R2PJ9PZM20VCFE,not,not,not,not,not,not,not,not,not,not
5603,RYMN82K1SKYE9,not,not,not,not,not,not,not,not,not,not
5604,R2ZLZJEN81E49K,not,in,not,not,not,not,not,not,not,not
5605,R1N9RUN2O3FEHF,not,in,in,not,not,not,not,not,not,not
5606,R4HJ0JVB7R9AE,not,not,in,not,not,not,not,not,not,not
5607,RILURAXHZJ46M,not,not,in,not,not,not,not,not,not,not
5608,R9DO7PV66PJA0,not,in,not,not,not,not,not,not,not,not
5609,RNA03ZYTEKG9S,not,not,not,not,not,not,not,not,not,not
5610,R20ZZ56N7H0DAC,not,not,not,not,not,not,not,not,not,not
5611,R390K1BK8FMQZQ,not,not,in,not,not,not,in,not,not,not
5612,R2KPIJVDBLMEPZ,not,not,not,not,not,not,not,not,not,not
5613,R233FVU6JBPAZA,not,not,not,not,not,not,not,not,not,not
5614,R3E8UBLPD1FTLA,not,not,not,not,not,not,not,not,not,not
5615,R1TKOH7DQVZWIW,not,not,not,not,not,not,not,not,not,not
5616,R2RYKM1Z1ALIC8,not,not,not,not,not,not,not,not,not,not
5617,R227FDA5TC4UAT,not,not,not,not,not,not,not,not,not,not
5618,R1CR4VTY6OG2ET,not,not,not,not,not,not,not,not,not,not
5619,R2EGS2VX7MPROS,not,not,not,not,not,not,not,not,not,not
5620,R3257L8XI1I4T9,not,not,in,not,not,not,not,not,not,not
5621,RCQ6YDT6YBJ3T,not,not,not,not,not,not,not,not,not,not
5622,RQRXTLWPA6Y4,not,not,not,not,not,not,not,not,not,not
5623,RF5TUP2ZTBEE0,not,not,not,not,in,not,not,not,not,not
5624,R25I7IRRKPY055,not,not,not,not,not,not,not,not,not,not
5625,R305VHUU6OHE39,not,not,not,not,not,not,not,not,not,not
5626,R32A6ILSE6G6IL,not,not,not,not,not,not,not,not,not,not
5627,RPB1PKCE8OZLM,not,not,not,not,not,not,not,not,not,not
5628,RB4UCRO47CZMB,not,not,not,not,not,not,in,not,not,not
5629,R3NOHGLBE3NC97,not,not,not,not,not,not,not,not,not,not
5630,R2HDXD0HIGC1PC,not,not,not,not,not,not,not,not,not,not
5631,R3M45A1VCRJ5M7,not,not,not,in,not,not,not,not,not,not
5632,R2JEJD4N2R6PK5,not,not,not,not,not,not,not,not,not,not
5633,R2V0ABTNXP80KD,not,not,not,not,not,not,not,not,not,not
5634,RLCL9S2MCVPF3,not,not,not,not,not,not,not,not,not,not
5635,R18WDJY5LFHNM6,not,not,not,not,not,not,not,not,not,not
5636,R3VZ0PLMV7FA8O,not,not,not,not,not,not,not,not,not,not
5637,R3HZL9DXBI8UV6,not,not,not,not,not,not,not,not,not,not
5638,R2OKWEM0V3BVV,not,not,not,not,not,not,not,not,not,not
5639,RNXFRS86TG3KW,not,not,not,not,not,not,not,not,not,not
5640,R2D5GRFVGERB1T,not,not,not,not,not,not,not,not,not,not
5641,RDDST0J10A7IZ,not,not,in,not,not,not,not,not,not,not
5642,R1GLTOLV51DXZB,not,not,not,not,not,not,not,not,not,not
5643,R16NDTX62USUEO,not,not,not,not,not,not,not,not,not,not
5644,R2BAEQOX5MWNEJ,not,not,not,not,not,not,not,not,not,not
5645,R1B70AU24RTYK0,not,not,not,in,not,not,not,not,not,not
5646,R2XD5WAJ48YJBB,not,not,not,not,not,not,not,not,not,not
5647,R3UCYS7IU2I0TB,not,not,not,not,not,not,not,not,not,not
5648,RN688YICRQQUL,not,not,not,not,not,not,not,not,not,not
5649,R2QBVB8MRJE8BE,not,not,not,not,not,not,not,not,not,not
5650,R3EW7G9ME5TR8V,not,not,not,not,not,not,not,not,not,not
5651,R2FIL0IYHV5LYX,not,not,not,in,not,not,not,not,not,not
5652,R2GBNK0BHTWB0B,not,not,not,not,not,not,not,not,not,not
5653,REYOU2578NGPK,not,not,in,not,not,not,not,not,not,not
5654,R23EOVS4NDPZVI,not,not,not,not,in,not,not,not,not,not
5655,R2J9ZOARQO58IP,not,in,not,not,not,not,not,not,not,not
5656,R54TJ706VRP0Y,not,not,not,not,not,not,not,not,not,not
5657,R2KIVBFMRS5FJG,not,not,not,not,not,not,not,not,not,not
5658,R2MDPM4UWANPLT,not,in,not,not,not,not,not,not,not,not
5659,R3M8QGO52OWUW5,not,not,not,not,not,not,not,not,not,not
5660,R1V6CGDCCXGSVY,not,not,not,not,not,not,not,not,not,not
5661,R2HMA8Z0BYYUD1,not,not,not,not,not,not,not,not,not,not
5662,R3KPGV4WJOU9C8,not,not,not,not,not,not,not,not,not,not
5663,RK9BA92T2VAV1,not,not,not,not,not,not,not,not,not,not
5664,R20V03BQHEJ9EK,not,not,not,not,not,not,not,not,not,not
5665,R1NNFYX4UNACE1,not,not,not,not,not,not,not,not,not,not
5666,R2W4Y14P64SPZQ,not,not,in,not,not,not,not,not,not,not
5667,RIG1QPLSMUISW,not,not,not,not,not,not,not,not,not,not
5668,R1005KK38ZLB3M,not,not,not,not,not,not,not,not,not,not
5669,R202HWDEMI9666,not,not,not,not,not,not,not,not,not,not
5670,R11CQR1W21AIA5,not,not,not,in,not,not,not,not,not,not
5671,R10KAQUZ1B3AMQ,not,not,not,not,not,not,not,not,not,not
5672,RNPQ9KYZLYRL6,not,not,not,in,not,not,not,not,not,not
5673,R2ONPM5CSG642Y,not,not,not,not,not,not,not,not,not,not
5674,R3LFM2OK2W61O6,not,not,not,not,not,not,not,not,not,not
5675,R2EZR67AUNHJQ5,not,not,not,not,not,not,not,not,not,not
5676,RT60YJ02WNDHB,not,in,in,not,not,not,not,not,not,not
5677,R2FN8W42H4EME6,not,not,not,not,not,not,not,not,not,not
5678,R2ZZAXTWK5JZZ0,not,not,not,not,not,not,not,not,not,not
5679,R3OU4ERABVDV98,not,not,not,not,not,not,not,not,not,not
5680,R2J2NW127JJ2EX,not,not,not,not,not,not,not,not,not,not
5681,R1WJKY8U7DJTP0,not,not,not,not,not,not,not,not,not,not
5682,R28CJ5EDMEMT6S,not,not,in,not,not,not,not,not,not,not
5683,RNILT7JDL8S1D,not,not,not,not,not,not,not,not,not,not
5684,R3VWB0C9Q2CENJ,not,not,not,not,not,not,not,not,not,not
5685,R1GTIKI2PKD049,not,not,not,not,not,not,not,not,not,not
5686,RSJKFMN67F1TR,not,not,not,not,not,not,not,not,not,not
5687,R22JK21NMVLYCZ,not,not,not,not,not,not,not,not,not,not
5688,R8LPOICEQXPUP,not,in,in,not,not,not,not,not,not,not
5689,R1WKC7Y5H0IOTC,not,in,not,not,not,not,not,not,not,not
5690,R2NKBWAP9GSSPC,not,not,not,not,not,not,not,not,not,not
5691,R3RWEEYYWV5VPS,not,not,not,not,not,not,not,not,not,not
5692,R3RKYE58I62B0M,not,not,not,not,not,not,not,not,not,not
5693,R2WWLHK16O0YAP,not,not,not,not,not,not,not,not,not,not
5694,R11BJHDO9VRT47,not,in,not,not,not,not,not,not,not,not
5695,R243SZF5G5CKDO,not,not,not,in,not,not,not,not,not,not
5696,R21XEKQRRSKQ3J,not,not,not,in,not,not,not,not,not,not
5697,R1CE5F1CYY3BNL,not,not,not,not,not,not,not,not,not,not
5698,R2OBSYZQ8Z3OCN,not,not,not,not,not,not,not,not,not,not
5699,R3W4F62XFFSOW6,in,in,not,not,not,not,not,not,not,not
5700,R8MA0W573SCDW,not,not,not,not,not,not,not,not,not,not
5701,R1YH2MYNCUIUEF,not,not,not,not,not,not,not,not,not,not
5702,R2YF74C3L1K2J,not,not,not,not,not,not,not,not,not,not
5703,R3GGJRWV7HUAPT,not,not,not,not,not,not,not,not,not,not
5704,R2TQ515C19J96O,not,not,not,not,not,not,not,not,not,not
5705,R1QU6VUN0I3NIG,not,not,not,not,not,not,not,not,not,not
5706,R1P6BCJ160TJ9J,not,not,not,not,not,not,not,not,not,not
5707,R16Y85WN94RQ4K,not,not,not,not,not,not,not,not,not,not
5708,R36JWL2Q3RAT5W,not,in,not,not,not,not,not,not,not,not
5709,R1784WK218SBP8,not,not,not,not,not,not,not,not,not,not
5710,R3IL174229G5M7,not,not,not,not,not,not,not,not,not,not
5711,R2TSG0S9ZG3AS2,not,in,not,not,not,not,not,not,not,not
5712,R280O00OIWHI0O,not,not,not,not,not,not,not,not,not,not
5713,R1TNSCE90IWDZP,not,not,in,not,not,not,not,not,not,not
5714,RNC5KWTIRX4UP,not,not,not,not,not,not,not,not,not,not
5715,R9Y83VWNDM8NN,not,not,not,not,not,not,not,not,not,not
5716,R39DJ6W1GYG2OP,not,in,not,not,not,not,not,not,not,not
5717,R3R3LMZZC4N7Q7,not,not,not,in,in,not,not,not,not,not
5718,R1KC0DPLD0BOKV,not,not,not,not,not,not,not,not,not,not
5719,R3VQFIBE37O7FN,not,not,not,in,not,not,not,not,not,not
5720,R2TTPSQNUI49AT,in,not,not,not,not,not,not,not,not,not
5721,RH4ODAG68AOO0,not,not,not,not,not,not,not,not,not,not
5722,R1WCXE0KDAPT1O,not,not,not,not,not,not,not,not,not,not
5723,R7VBNDZ53QP8B,in,not,not,not,not,not,not,not,not,not
5724,R1RNJX731TPETL,not,not,not,not,not,not,not,not,not,not
5725,RPNFMO3AQDVR9,not,not,not,not,not,not,not,not,not,not
5726,R17MKXHALU9576,not,not,in,not,not,not,not,not,not,not
5727,R3G0JDUV3O3O5Z,not,not,not,not,not,not,not,not,not,not
5728,RDWBV1FK9VW86,not,not,not,not,not,not,not,not,not,not
5729,RCZWVL0M3ZIMU,not,not,not,not,not,not,not,not,not,not
5730,R3ODU8KHKRDE1J,not,not,not,not,not,not,not,not,not,not
5731,R3H7BRN7G0K209,not,not,in,not,not,not,not,not,not,not
5732,R28C47DZXZQ5QV,not,not,not,not,not,not,not,not,not,not
5733,RAGCEU6XZKY9R,not,not,not,not,not,not,not,not,not,not
5734,R2KZZYCTORHREF,not,not,not,not,not,not,not,not,not,not
5735,R2LPCNWET925RC,not,not,not,not,not,not,not,not,not,not
5736,R74B8K4K0P46O,not,in,not,not,not,not,not,not,not,not
5737,R1ZJB9107W417J,not,not,not,not,not,not,not,not,not,not
5738,RTAWPXWIG78ME,not,in,not,not,not,not,not,not,not,not
5739,R3EJ0N41GMPG2E,not,not,not,not,not,not,not,not,not,not
5740,R11EHZR4CBNJS6,not,not,not,not,not,not,not,not,not,not
5741,RO1LNNPAZ4JMB,not,not,not,not,not,not,not,not,not,not
5742,RQZ0AFEG2N3UB,not,not,not,not,not,not,not,not,not,not
5743,R2SJMRFNK5WTIO,not,not,not,not,not,not,not,not,not,not
5744,R36GHC2AJ9XC3,not,not,not,not,not,not,not,not,not,not
5745,R4U5RX86J4DPT,not,not,not,not,not,not,not,not,not,not
5746,R32GH2QODV2ZZW,not,not,not,not,not,not,not,not,not,not
5747,R1KG5TMKJF8H0B,not,not,not,not,not,not,not,not,not,not
5748,RK5PATO293NRP,not,not,not,not,not,not,not,not,not,not
5749,R2OTXUFHXKYIOV,not,not,not,not,not,not,not,not,not,not
5750,r3tmoey3k3xbky,not,not,not,not,not,not,not,not,not,not
5751,R1ECUGTK1JNGW2,not,not,not,not,not,not,not,not,not,not
5752,r3hyc6naq5kkr6,not,not,in,not,not,not,not,not,not,not
5753,RE4CZRM3OT50H,not,not,not,not,not,not,not,not,not,not
5754,R3GXBYEA1QMA4L,not,not,not,not,not,not,not,not,not,not
5755,R2KCOMRJYJG1D6,not,not,not,not,not,not,not,not,not,not
5756,R3LEV4O180G4SJ,not,not,not,not,not,not,not,not,not,not
5757,R5YN3T1G3OZ79,not,not,not,not,not,not,not,not,not,not
5758,RZ4F0H28QW9GA,not,in,not,not,not,not,not,not,not,not
5759,R1KY525Z0V5AGW,not,in,not,not,not,not,not,not,not,not
5760,R1T594J289L9W8,not,not,not,not,not,not,not,not,not,not
5761,R2SS5EZNTHVM3P,not,not,not,not,not,not,not,not,not,not
5762,R35RTZY10GQWBK,not,not,not,not,not,not,not,not,not,not
5763,R33TKVJ9JUH4UQ,not,not,in,not,not,not,not,not,not,not
5764,r26o61atss3isn,not,not,not,not,not,not,not,not,not,not
5765,rrat95phhzcp5,not,not,not,not,not,not,not,not,not,not
5766,r202yyyb3gn3qn,not,in,not,not,not,not,not,not,not,not
5767,RDMZCI3TZQ2B2,not,not,not,not,not,not,not,not,not,not
5768,R12A1O4VNYS7KF,not,not,not,not,not,not,not,not,not,not
5769,R9HF7FY46Z5UR,not,not,not,not,not,not,not,not,not,not
5770,R1MT6S4AWPKEHR,not,not,not,not,not,not,not,not,not,not
5771,RV67YH6SSKV24,not,not,not,not,not,not,not,not,not,not
5772,R3BHKN0ZL6JVZI,not,not,not,not,not,not,not,not,not,not
5773,RC7TR8YJ5M11Y,not,not,not,not,not,not,not,not,not,not
5774,RDYM9W62SXQKI,not,not,not,not,not,not,not,not,not,not
5775,RSNH4W6JTF8PK,not,not,not,not,not,not,not,not,not,not
5776,R1XRM041LKX1KZ,not,not,not,not,not,not,not,not,not,not
5777,R3TI8Z5IQEYUXU,not,not,not,not,not,not,not,not,not,not
5778,R35HGIT4MGCGF4,not,not,not,not,not,not,not,not,not,not
5779,R39QV9HSNOKXF6,not,not,not,not,not,not,not,not,not,not
5780,R3GZMT3T3RZ2YP,not,not,not,not,not,not,not,not,not,not
5781,R3NT9L20MT8SS0,not,in,in,not,not,not,not,not,not,not
5782,R2L96N8PRUW521,not,not,not,not,not,not,not,not,not,not
5783,RS4HJH4IU8X4G,not,not,not,not,not,not,not,not,not,not
5784,R7QC2JF30VS5G,not,not,in,not,not,not,not,not,not,not
5785,R14CMEV60HR8IE,not,not,not,not,not,not,not,not,not,not
5786,R30U7BEICJ6663,not,not,not,not,not,not,not,not,not,not
5787,R2K5VRHPRRFZBA,not,not,not,not,not,not,not,not,not,not
5788,R1XVZYBP765DSR,not,not,not,not,not,not,not,not,not,not
5789,R27FSW1NU89VAZ,not,not,not,not,not,not,not,not,not,not
5790,R2Q9BQMCOD2GIG,not,not,in,not,not,not,not,not,not,not
5791,R3A0U17FI1T7L,not,not,not,not,in,not,not,not,not,not
5792,R3OMSFMCBD0RIO,not,not,not,not,not,not,not,not,not,not
5793,RFAL7R470XG71,not,not,not,not,not,not,not,not,not,not
5794,R3IZSRGK04IXGI,not,not,not,not,not,not,not,not,not,not
5795,R155BOI9WU2O4E,not,in,not,not,not,not,not,not,not,not
5796,R3HSY0V1DDMBSU,not,not,not,not,not,not,not,not,not,not
5797,R2IYT4URICTI4B,not,not,not,not,not,not,not,not,not,not
5798,RDMK6OZY9LRBV,not,not,in,not,not,not,not,not,not,not
5799,R1L5E0RE0Q4WWE,not,in,not,not,not,not,not,not,not,not
5800,R3PVEIMLA2MYIA,not,not,not,not,not,not,not,not,not,not
5801,R38F1R41186OC5,not,not,not,not,not,not,not,not,not,not
5802,R1OKG6XT5Q76FE,not,not,in,not,not,not,not,not,not,not
5803,R1LZKKBB1HJJZA,not,not,not,not,not,not,not,not,not,not
5804,RDC9VZXEYOE5I,not,not,in,not,not,not,not,not,not,not
5805,R2C7VOGL2Y17AR,not,not,not,not,in,not,not,not,not,not
5806,R1H9REEBO60DAW,not,not,not,not,not,not,not,not,not,not
5807,R1CN9HW5FQTYY2,not,not,not,not,not,not,not,not,not,not
5808,R214PV0ZRKH18H,not,in,not,not,not,not,not,not,not,not
5809,R34GAP43V2ZDZV,not,not,not,not,not,not,not,not,not,not
5810,R1N2MM085RFWWU,not,in,not,not,not,not,not,not,not,not
5811,R2NUGYL8H4WTEN,not,not,not,not,not,not,not,not,not,not
5812,R2HFZ27E2IIKVL,not,not,not,not,in,not,not,not,not,not
5813,RRJM4I595ML0Z,not,not,not,not,not,not,not,not,not,not
5814,R12J39IBQWWL85,not,not,not,not,not,not,not,not,not,not
5815,r3esatwyiqz9tl,not,not,not,not,not,not,not,not,not,not
5816,r12pjl6vz9fuap,not,not,in,not,not,not,not,not,not,not
5817,r3eihff72z3i0p,not,in,in,not,not,not,not,not,not,not
5818,R1KM3QXWHEU1IV,not,not,not,not,not,not,not,not,not,not
5819,R1WQC8EL4XFMT,not,not,not,not,not,not,not,not,not,not
5820,R2JLBAQHV0XB4Q,not,not,not,not,not,not,not,not,not,not
5821,R3TGHCVDGIID3,not,not,not,not,not,not,not,not,not,not
5822,R3TX4QX586VEWB,not,not,not,not,not,not,not,not,not,not
5823,R2YV75A89FEQ4C,not,not,not,not,not,not,not,not,not,not
5824,R2KHIK55JHFDW3,not,not,not,not,not,not,not,not,not,not
5825,R2PWS5SQAIHXL5,not,not,not,not,not,not,not,not,not,not
5826,R257ZB9YISKN7Y,not,not,not,not,not,not,not,not,not,not
5827,R1NB4K2I3NRRF3,not,not,not,in,not,not,not,not,not,not
5828,R3T1ZJWTBFZXRR,not,not,not,not,not,not,not,not,not,not
5829,R353PSO47W28JX,not,not,not,not,not,not,not,not,not,not
5830,R3U34A2PAOIU8W,not,not,not,not,not,not,not,not,not,not
5831,RNLNV6XYOEA0B,not,in,not,not,not,not,not,not,not,not
5832,R1ZBN8NJE6FMLN,not,not,not,not,not,not,not,not,not,not
5833,R1U5WF7SFFED57,not,not,not,not,in,not,not,not,not,not
5834,R1CH1FX7VR3MXN,not,not,in,not,not,not,not,not,not,not
5835,R2V0QDUKUEXA97,not,not,not,in,not,not,not,not,not,not
5836,R17YFH3EI2KTE3,not,not,not,not,not,not,not,not,not,not
5837,rm1vkobcknble,not,not,not,not,not,not,not,not,not,not
5838,R1S9T0X4L9JZ5N,not,in,not,not,not,not,not,not,not,not
5839,R29ITINBVXX5FQ,not,not,not,in,not,not,not,not,not,in
5840,RV3ZCDYKV1AW3,not,not,not,not,not,not,not,not,not,not
5841,R3831BLJVTTJYW,not,not,not,not,not,not,not,not,not,not
5842,RZB9YNYFZ5X6J,not,not,not,not,not,not,not,not,not,not
5843,RQDB2T7YWR5BM,not,not,not,not,not,not,not,not,not,not
5844,R1PEW292ZSX161,in,not,not,not,not,not,not,not,not,not
5845,R39WMOUHK5JXI,not,not,not,not,not,not,not,not,not,not
5846,R296FAD3QJ8E3M,not,not,not,not,not,not,not,not,not,not
5847,R1WMQB46FRUHSY,not,not,not,not,not,not,not,not,not,not
5848,R1ZZ48XYY298EW,not,not,not,not,not,not,not,not,not,not
5849,R1AM2838NC8N6U,not,not,not,not,not,not,not,not,not,not
5850,R25OLJV6HPHB1C,not,not,in,not,not,not,not,not,not,not
5851,REQSYRKGZ9YQ2,not,not,not,not,not,not,not,not,not,not
5852,RQM6D76OCRHY2,not,not,not,not,not,not,not,not,not,not
5853,R1NWPREDQG533B,not,not,in,in,not,not,not,not,not,not
5854,R2PH0ARQGR8PHR,not,not,not,not,not,not,not,not,not,not
5855,R2K51S1Q1BEYO8,not,not,not,not,not,not,not,not,not,not
5856,R53AF50PV3AOG,not,not,not,not,not,not,not,not,not,not
5857,R1AH6ZH6SC19DY,not,not,not,not,not,not,not,not,not,not
5858,R3PQN14C50LZ9W,not,not,not,not,not,not,not,not,not,not
5859,R3JIJT9DHOOVSP,not,not,not,not,not,not,not,not,not,not
5860,RWKLFV7J8W7NK,not,not,in,not,not,not,not,not,not,not
5861,R2V3LLSN6IR1MN,not,not,not,not,not,not,not,not,not,not
5862,R37Q03JDJDA504,not,in,not,not,not,not,not,not,not,not
5863,R2EELU4528WBLG,not,not,not,not,not,not,not,not,not,not
5864,RJRYGS4ZJMB4X,not,not,not,not,not,not,not,not,not,not
5865,R2FB21O2DLZSHW,not,not,not,not,not,not,not,not,not,not
5866,RZC4486SEYEHV,not,not,not,not,not,not,not,not,not,not
5867,R3117MNENCS3XB,not,not,not,not,not,not,not,not,not,not
5868,R2TZ4EC7STZLM,not,not,not,not,not,not,not,not,not,not
5869,R2OWF7XUQFY627,not,not,not,not,not,not,not,not,not,not
5870,R32A7UUUKHHR6F,not,not,not,not,not,not,not,not,not,not
5871,R3NSD8WV4523RQ,not,not,not,not,not,not,not,not,not,not
5872,RL4HA73J2NTZP,not,in,in,not,not,not,not,in,not,not
5873,R3AKWKLA234T81,not,not,not,not,not,not,not,not,not,not
5874,R3HTK4OQO2ZLBP,not,not,not,not,not,not,not,not,not,not
5875,R2O49OTZUSF98Z,not,not,not,not,not,not,not,not,not,not
5876,R2I0B34DK995J5,not,not,not,not,not,not,not,not,not,not
5877,R3N3U4DOGQG8CA,not,not,not,not,not,not,not,not,not,not
5878,R2ZL43MCHVDHU8,not,in,not,in,not,not,not,not,not,not
5879,R3EXLWY3JFNH1Q,not,not,not,not,not,not,not,not,not,not
5880,R2KG16J9G86UOL,not,not,not,not,not,not,not,not,not,not
5881,RF7UUV39OGZL6,not,in,not,not,not,in,not,not,not,not
5882,R55MBAWAPBDS5,not,not,not,not,not,not,not,not,not,not
5883,R1ZG234GXJIGZX,not,not,in,not,not,not,not,not,not,not
5884,R3IUSVUCS74IKE,not,not,not,not,not,not,not,not,not,not
5885,RVL1QFQZV2V8X,not,not,not,not,not,not,not,not,not,not
5886,R3H2JLM70S6ZSD,not,not,not,not,not,not,not,not,not,not
5887,R34X6VMD3PX8BE,not,not,not,not,not,not,not,not,not,not
5888,R313987PR5UGM0,not,in,in,not,not,not,not,not,not,not
5889,R3CL258BG7D6RY,not,in,not,not,not,not,not,not,not,not
5890,RIZKRVYGC4WPQ,not,not,not,not,not,not,not,not,not,not
5891,R1ERYZWEWGS3GZ,not,not,not,not,not,not,not,not,not,not
5892,R34VTSCOL5OMKP,not,not,not,not,not,not,not,not,not,not
5893,R295BL3HL5GFRA,not,not,not,not,not,not,not,not,not,not
5894,R3GXI8B3HDY3O9,not,not,not,in,in,not,not,not,not,not
5895,RTWSNP94ZVROU,not,not,not,not,not,not,not,not,not,not
5896,R254Y9Y8ETQ4DD,not,not,not,not,not,not,not,not,not,not
5897,RT7ZKD71VXORR,not,not,not,not,not,not,not,not,not,not
5898,RKWJIZ6BMDN0B,not,not,not,not,not,not,not,not,not,not
5899,RNPRO9X4O04B3,not,not,not,not,not,not,not,not,not,not
5900,RUGKPL6LON90N,in,not,not,not,not,not,not,not,not,not
5901,R2KQ5IFDKFZC85,not,not,not,not,not,not,not,not,not,not
5902,R1FIP5JVE09TOK,not,not,not,not,not,not,not,not,not,not
5903,R1Y3HMI8AIM7J5,not,not,not,not,not,not,not,not,not,not
5904,R1MU36M2OLF5X9,not,not,not,not,not,not,not,not,not,not
5905,R3MW0YWV53JVMP,not,not,not,not,not,not,not,not,not,not
5906,R18OWRX21PZTKD,not,not,in,not,not,not,not,not,not,not
5907,R3LUPC2NHOFAEC,not,not,not,not,not,not,not,not,not,not
5908,RGGZ0SUFK26WK,not,not,not,not,not,not,not,not,not,not
5909,RND7BYEYS432R,not,not,not,not,not,not,not,not,not,not
5910,R2BRAEY83IO7XL,not,not,not,not,not,not,not,not,not,not
5911,R37AKQLHKTAFAY,not,not,not,not,not,not,not,not,not,not
5912,R2X0YEHL3YTXKV,not,not,not,not,not,not,not,not,not,not
5913,R6PJPJD3ROL85,not,not,in,not,not,not,not,not,not,not
5914,R2MKDTKRXS4MBT,not,not,not,in,not,not,not,not,not,not
5915,ry92ilwh75l9z,not,not,in,not,not,not,not,not,not,not
5916,R6UWKNHP6G3UZ,not,not,not,not,not,not,not,not,not,not
5917,R1KQ3NAMI6FMF2,not,not,not,not,not,not,not,not,not,not
5918,R2UL16TTQYMW2A,not,not,not,not,not,not,not,not,not,not
5919,R1ASR77QIVUE5E,not,not,not,not,not,not,not,not,not,not
5920,R2NBMK773QAEHI,not,not,not,not,not,not,not,not,not,not
5921,R2JSWNAD4QLOZH,not,not,not,not,not,not,in,not,not,not
5922,RZ8IKGU52IKNF,not,not,not,not,not,not,not,not,not,not
5923,R3AX63N4TFA2D8,not,not,not,not,not,not,not,not,not,not
5924,R3KIAE6XLTWOOX,not,not,not,not,not,not,not,not,not,not
5925,RJ8V5IEMIDLJV,not,not,not,not,not,not,not,not,not,not
5926,RCWE6USQCUJNA,not,not,not,not,not,in,not,not,not,not
5927,R23S6HSWJEV6BM,not,not,not,not,not,not,not,not,not,not
5928,R24Q63633K7UUP,not,not,not,not,not,not,not,not,not,not
5929,R1RSYT01LHLUCG,not,not,not,not,not,not,not,not,not,not
5930,RJP79DSSZ9IWZ,not,in,not,not,not,not,not,not,not,not
5931,R2P0V29EYT2MCE,not,in,not,not,not,not,not,not,not,not
5932,R1JK8Y01S33QU4,not,not,not,not,not,not,not,not,not,not
5933,RF33BO949PFBZ,not,not,not,in,not,not,not,not,not,not
5934,R93TH098PRH23,not,not,in,not,not,not,not,not,not,not
5935,R25U0GK5SXEG4K,not,not,not,not,not,not,not,not,not,not
5936,R1ZAPK66O8JWBQ,not,not,in,not,not,not,not,not,not,not
5937,R1HUXYZRGELSXI,not,not,not,not,not,not,not,not,not,not
5938,R23JSYBODW72RO,not,in,not,not,not,not,not,not,not,not
5939,RM6M0P7NJKGNL,not,not,not,not,not,not,not,not,not,not
5940,R39I0S99ALS19Y,not,not,in,not,not,not,not,not,not,not
5941,R32BZI7JF1SBJE,not,not,not,not,not,not,not,not,not,not
5942,RYWP4P64LFOTF,not,not,not,not,not,not,not,not,not,not
5943,RGSGV7N7AV8M6,not,not,not,not,in,not,not,not,not,not
5944,R2D1WL0LSI86UF,not,not,not,not,not,not,not,not,not,not
5945,R1YLL4HZFZN53K,not,not,not,not,not,not,not,not,not,not
5946,RKB2K6ADJE95U,not,not,not,not,not,not,not,not,not,not
5947,R3MC0UBE7I2JTM,not,not,not,not,not,not,not,not,not,not
5948,R3KD2EEZTX7DSJ,not,not,not,not,not,not,not,not,not,not
5949,R5BKRSK93MHA2,not,not,not,not,in,not,not,in,not,not
