,word,count,compound
2172,proper,7,0.0
2173,builder-grade,1,0.0
2174,all?<br,1,0.0
2175,notes:<br,1,0.0
2176,days.<br,1,0.0
2177,son's,1,0.0
2178,purchased.<br,1,0.0
2179,brand/item--save,1,0.0
2180,contrary,1,0.0
2181,push,5,0.0
2182,tested.<br,1,0.0
2183,carbide,1,0.0
2184,great-looking,1,0.0
2185,sheen,1,0.0
2186,prone,1,0.0
2187,bubbling,1,0.0
2188,extraordinary,2,0.0
2189,arrived,1,0.0
2190,easily,48,0.34
2191,unhappy,4,-0.4215
2192,unclear,1,-0.25
2193,tthe,1,0.0
2194,semi,4,0.0
2195,concerned,6,0.0
2196,fatal,1,-0.5423
2197,bad...ge,1,0.0
2198,recommended,1,0.2023
2199,complete,8,0.0
2200,red,2,0.0
2201,unresponsive,1,0.0
2202,whirlpool,12,0.0
2203,support.<br,1,0.0
2204,brown,3,0.0
2205,re-ordered,1,0.0
2206,heavily,2,0.0
2207,further,5,0.0
2208,uses...yes,1,0.0
2209,lazy,3,-0.3612
2210,one.......definitely,1,0.0
2211,handle-left,1,0.0
2212,superheated,1,0.0
2213,space-saving,1,0.0
2214,strong.was,1,0.0
2215,definitely,35,0.4019
2216,polished,1,0.0
2217,underheated,1,0.0
2218,previous,48,0.0
2219,exaact,1,0.0
2220,doesn't,14,0.0
2221,clunky,1,0.0
2222,extraneous,1,0.0
2223,level,1,0.0
2224,more-than-likely,1,0.0
2225,usage,3,0.0
2226,times,1,0.0
2227,plus.<br,1,0.0
2228,it....however,1,0.0
2229,saran,1,0.0
2230,massive,2,0.0
2231,responsive,1,0.3612
2232,numerous,15,0.0
2233,sturdy,6,0.0
2234,oppressive,1,-0.4019
2235,microwavable,1,0.0
2236,owner's,2,0.0
