,review_id,star_rating,review_headline_clean,review_body_clean,compound,neg,neu,pos
7394,R9ZD0NLGA1IK3,5,great dryer,dryer powerful light weight easy handle diffuser large setting make style easy,0.8225,0.0,0.511,0.489
7395,R1DG091CYYSB95,4,okay,best hair dryer want still job cute handy affordable,0.8176,0.0,0.414,0.586
7396,R349SB0MHXX8VI,4,nice,nice work.i pretty love low price good function loudly._and recommend buy regret,0.8934,0.192,0.196,0.612
7397,RJII2QYHJFZ9J,2,unretractable cord,dryer work well watt hairdryer price right main reason buy retractable cord first time use dryer cord retract way-it left foot loose could never find time return fault month later none cord retracts-which frustrating see review would purchase dryer,-0.1265,0.112,0.786,0.101
7398,R3FRRLXUK4J5WD,5,small mighty,blow dryer compact easy travel lot power dry hair fast also cute,0.7096,0.0,0.629,0.371
7399,R3TABXACECF95M,5,need,cabin tennessee use vacation home half time forget take hair dryer solve problem dryer long cord cord hanger move either side mounting probably even need,-0.4215,0.162,0.775,0.063
7400,RXK6HHW4HJHA9,5,best hair dryer wife ever own,wife try different brand blow dryer year impress till hair stylist receommended elchim professional wife notice difference right away pleased,0.7003,0.0,0.756,0.244
7401,R2BI0V42EZFXYE,4,hair dryer travel,one great feature retractable cord try wrap cord travel dryer well hotel dryer little heavy travel dryer however feel trade speed dry well worth,0.8481,0.0,0.662,0.338
7402,RRTSSDX32RDU,1,dryer light fire,purchase hairdryer back november fastforward june someone use hairdryer look mirror burst flame luckily person throw put fire last time check hairdryers normally,0.2263,0.09,0.787,0.124
7403,R2TVCEXEM2SZ09,5,wall hair dryer,i've use hair dryer quite time never happy wall mount keep counter clear love small size light weight thanks much v/r susan,0.7535,0.105,0.581,0.313
7404,R2THUW1ZGPVOPG,3,last,dryer year die sadly heavily use usually air dry long hair husband short hair take minute dry initially default one speed unfortunately high speed loud pitch hurt ear use long die altogether i'll try another wall mount dry andis bad make hair dryer well make andis clipper i've use year dog groomer,-0.9571,0.297,0.672,0.031
7405,RJTBLWY6NBG9Z,4,andis make good warranty,two year old dryer quit explode inside unit bright orange fireball cord melt handle return authorised service centre andis send replacement free charge make good five year warranty there's another warranty new one!<br br hopefully experience type inconvenience mind danger notice dryer's demise cord hot touch.<br br use andis ionic ceramic hair dryer fold handle retractable cord whilst await replacement notice heat capability glad back,0.8622,0.074,0.718,0.208
7406,R2WFZHYRRF6DJ3,4,nice unit price,easy use easy handle easy hang do work well fairly loud obnoxious seem well make,0.836,0.12,0.361,0.518
7407,R1JIP3MKXFKJBK,3,retractable cord great idea work,retractable cord become difficult retract occur relatively short time except difficulty like product,-0.34,0.282,0.575,0.144
7408,R3JM0BX0B07V7F,5,great product,love dry hair fast nice condition great remove filter clean think keep work efficiently longer,0.9477,0.0,0.377,0.623
7409,RMU0KRCNH23AX,5,quality quiet durability,like hair drier quiet multiple heat settiing good high heat set comfortable fit hand heavy make blow dry less toil although heavy lack quality durability own several dryer refuse setlle poor quality superior quality performance durability compare typical conair brands.i own several month complaint work well day purchase look quite quality would recommend remington well worth,0.9429,0.125,0.535,0.341
7410,R32EXJWMJZQZDJ,1,send back,sent eight back bulky big look small line expect,0.0,0.0,1.0,0.0
7411,R1XDB11G7OMIT9,5,love,love hair dry straight no-volume hair hair dryer perfect give volume hair ever see two house one first one lasted year take europe add voltage much highly recommend,0.9117,0.0,0.656,0.344
7412,R1O88ARFXF6CPP,5,want,buy replace old sunbeam burn look exactly like sunbeam one even use mount plate already wall nice,0.6486,0.0,0.739,0.261
7413,R1WSKOYIN9FOGY,5,powerful,small dryer big punch shock much power little dynamo dry hair faster ever could large hand hold dryer perfect small wall space keep counter clutter free...highly recomended,0.6486,0.078,0.716,0.206
7414,R1ZM6MI4ULFFG6,5,best little dryer ever purchase,second one model dryer revlon travel purchase buy one mother die since got work well bought mine still go strong pretty thick long hair chest length dryer far best one i've ever always buy conair past saw sale decide get travel end replace full size dryer work well big conair dry hair super fast minute really light dry hair almost everyday winter couple time week summer give idea much use still work like charm revlon on.<br br summary best little hair dryer buy powerful light great value,0.9856,0.034,0.641,0.325
7415,RM0J93HBGR3LJ,1,work,hair dry month stop work send back get half money back worthless dryer,-0.6249,0.317,0.683,0.0
7416,R32OB6EJ1VHMPT,3,ok,product ok job compare infinity hair dryer conair one isnt powerful thus take long dry hair love fact retractable cord,0.6209,0.091,0.661,0.249
7417,R335V3G9SGJY1S,4,nice powerful love nite lite start noise motor,love nite lite heat setting almost year motor start make noise....it stop work every would order burn,0.4588,0.103,0.701,0.196
7418,R1KB1EZB519JMP,4,job,lightweight effective i'd give five star cord retractable easy mechanism keep tidy hair dryer great deal price thanks conair,0.9186,0.0,0.536,0.464
7419,R37PMFEWWXW19J,1,stay high power matter second time,hair dryer awful super thick hair take long time dry chose high power hairdryer tool end focus section hair speed dry time high airflow set constantly shift low airflow power couple second go back forth high low..increasing drying time significantly,-0.0516,0.111,0.804,0.085
7420,R27YA96UMBNM2C,2,hair get catch,hair get catch yanked get dry close head also weigh much,0.0,0.0,1.0,0.0
7421,R1KSBKCJ3GX2V1,5,buy two good issue,low air first great guest bath know one evr pack monster blow dryer,0.4588,0.122,0.64,0.238
7422,R24XU9E73IBYNY,2,get pay,take second get hot air plastic attachment fall buy,0.296,0.0,0.784,0.216
7423,R29KQ29R14WCWO,3,on/off switch break,dryer work well price unfortunately week use button control whether dryer on/off speed come take dry apart set interior switch position whenever plug dryer turn high speed i'm sure that's safe allows continue use dryer since dryer cheap buy eight dollar big deal give three star,0.5994,0.046,0.812,0.141
7424,R3FQ3KSUSFE8B9,5,great diffuser,use diffuser low speed set love sends cool air get right type dry power use every day couple week notice damage hair also consistently temperature get mix warm cold air cold blast button think still work i'll read instruction whether hold push button push button notice get cooler depress mysterious button great easy hold slip hand cord wrap i'm use issue last blowdryer constantly coil lift wrap cord around body tool especially annoy first diffuse hairdryer cannot compare anything else say last day come happy enough buy product,0.8911,0.105,0.694,0.201
7425,R25GWYZGH3PZ1F,3,quiet describe,small mobile quiet purchase quiet hair dryer expect hear air blow motor even fan matter quieter dryers one past,0.34,0.0,0.833,0.167
7426,R2NKS603VV86DO,5,buy,ereally worth money pay i'm happy product must buy top list love wow,0.9325,0.059,0.294,0.647
7427,R2IM28SUIM3XCO,5,love,fully trust brand model powerful good,0.8516,0.0,0.244,0.756
7428,REHBOFI68BSMD,5,great hairdryer,first use brand dryer barona casino hotel work good order one soon arrive home thought would really expensive,0.4404,0.0,0.854,0.146
7429,R278P7DSPW25OB,5,decent hair dryer,job temperature settings awesome regret buying havent try extra style dryer,0.3182,0.176,0.566,0.258
7430,R1AIFWV0OXHK5V,5,bonnet dryer,love sit dryer able read handwork get hair dry hand free wish setting instead two either hot cold would love medium get quite hot love able something hand rather hold dryer,0.9776,0.0,0.49,0.51
7431,R2UKGW8UWJ8LX5,5,replace version,one since love size ease use mount wall start act need replace sure would able find replacement like much one perfect even need remove old wall mount hardware connect right old hardware happy,0.9578,0.0,0.588,0.412
7432,R1SKM0BIYFHVB0,4,great hair dryer,love hair dryer hair silky smooth use multiple heat setting really helpful dry long fine hair quickly plus great design super happy,0.9674,0.0,0.435,0.565
7433,RT6XJ4M1UU5UC,2,damage hair,dry hair fast really damage hair would get hair dry fuzzy try twice nad give someone else recommend,-0.2484,0.159,0.728,0.114
7434,RM4X18XDSPQ62,1,really dissappointed,unit probably tame friz leave hair totally flat cord get stuck time short even way unit heavy use give away two us,-0.296,0.138,0.862,0.0
7435,R3EJX3WETBAC7O,2,ok,crazy diffuser buy wavy hair really work hair leaf look limp seem like take long dry hair old hair dryer lightweight maybe work well straighten,0.296,0.083,0.759,0.159
7436,R376D07X0QEYQW,5,beast,work great good one lot range one best far,0.9042,0.0,0.349,0.651
7437,R2OCP7IA3XJQ1D,5,best selfish purchase ever,hotel weekend one hair dryer think thing quiet powerful need mind old dryer almost year old due time price skeptical holy moly thing awesome i'm one hate wash hair b/c take forever kind gal bad boy completely dry minute heavier last one heck care lose hear use i'm do minute vs previous one yeah clearly recommend,0.8271,0.156,0.576,0.268
7438,R31Q47DDLOHAB1,4,get job do,take time get hair dry depend many roller use hair type definitely get job do sturdy hot enough without burn crisp,0.4019,0.0,0.881,0.119
7439,R1U3QHS7QO7T40,5,great product home well hotel,great product home well hotel one bathroom,0.7351,0.0,0.446,0.554
7440,R10VKYX3IVX1XX,5,powerful professional blow dryer,frizzy curly hair hard find blow dryer straighten easily quickly pro blow dryer definitely trick strong get job do,0.7783,0.104,0.56,0.336
7441,R31FM3GAIHFZZ6,5,good,good powerful think enough boy guy dry hair within minute,0.6908,0.0,0.584,0.416
7442,R3GIWKV269DZZN,5,great,great price good brand research easy control different heatsettings recommend others brand expensive could get product less,0.9081,0.0,0.512,0.488
7443,R326T6OCU4WMB8,5,perfect dryer,great thing dryer retractable cord course vary choice temperature blow power,0.6249,0.0,0.709,0.291
7444,R2136OP1VQ9P7I,5,awesome,compact size powerful dryer light weight super cute hello kitty pink dry hair quickly highly recommend product,0.9099,0.0,0.51,0.49
7445,RG6RUQVT2O4N8,4,decent quality,replace old conair ionshine retract cord able buy old one big know reasonable price would die every month last one die shelf go figure try find replacement one.<br br shiny red color since spends life cabinet sink think that's big selling point like one retract cord fact fold half like old one problem far fact probably engineering upgrade imagine fold type break easily.<br br first start use seem take bit long average dry hair use seem like cold warm hot option low high speed job reasonable price offer retractable cord must bite ocd give star well make gold would probably melt heat anyway,-0.4767,0.107,0.796,0.097
7446,RWPM4TE9J1NZN,2,good,socket blow get alot sparkle make scary throw away didnt use ever,-0.1027,0.2,0.625,0.175
7447,R3OWR2HD4M5TYZ,5,disappointed,originally come onto amazon search dryer find store stock logging decide peruse selection hair dryer price range dryer large number review high rating replace old dryer look something would dry hair quickly leave look smooth.<br br reviewer comment great onei dryer cite speed dry ionic component leave hair smooth several even mention quiet dryer dryer arrive faster anticipate love first time use dry hair quickly faster dryer hair require pas flat iron day usually actually really quiet like abnormally worry wake anyone quiet enough drown phone ring music playing get ready.<br br attachment great...as long cord really love product hope last long reviewer say,0.9472,0.072,0.725,0.203
7448,R1L4HCO4YWSWYC,5,great buy,get hairdryer cheap still great review would agree review good medium heat either hot cool still think work great love,0.9643,0.0,0.411,0.589
7449,R1ZX3ILHPBTKSN,5,outstanding product value,truly fast dryer meet exceed expectation month love,0.7964,0.0,0.458,0.542
7450,R3OK61NZLMSG4T,4,neat compact power,replace conair wallmount dryer without lead night light.<br find andis model compact especially unique cord hanger.<br seem powerful however.<br bright night light real plus,0.6908,0.0,0.794,0.206
7451,R1A9SIBJ5HBEEG,2,unit produce enough heat,dryer powerful enough produce luke warm air convenient install clippped right exist sunbeam plate bracket,0.5719,0.0,0.734,0.266
7452,R4N5A5KGG28O8,4,,love new hair dry way look like cute toy work pretty good think pretty powerful dry hair extension good,0.9741,0.0,0.308,0.692
7453,R1CEAEQDNPGT1V,5,truly awesome hair dryer please,really love hair dry super lightweight sleek dry hair quickly easily price target ship ultra fast pleased seller well highly recommend product seller kudos,0.9678,0.0,0.437,0.563
7454,R121J28QZGHB4T,2,enough air heavier impress,need new hair dryer saw john frieda dryer store purchase give try happy opinion enough air come sound funny return tomorrow,0.765,0.0,0.742,0.258
7455,R3S0GYNJQG4XSY,5,mini hair dryer dual voltage love,buy one week trip europe still go strong purchase young friend graduate high school head spain future study hopefully good luck her's,0.9337,0.0,0.53,0.47
7456,R3AG1B61K1XYYG,4,great tool bathroom,convenient one bend stretch locate hang wall night light great,0.6249,0.0,0.687,0.313
7457,ROTCO4DKPRI7T,2,cool mode button defective,style blow-dryer great function cool button feature press use get stuck inside unit wobble around would release back warm mode option work low feature also find brush attachment flimsy firm would eventually wear quickly sub-stand feature ruin great look unit quality would remedy could winner...sad,0.7717,0.133,0.622,0.245
7458,R3GBH92LYBTD39,5,great value,hairdryer i've ever see cool blower set well cool shot button like cool blower finish day hot keep press cool shot button accidentally however darn convenient cool shot button exactly thumb naturally rest keep mind cord short i'd like good bit shorter last dryer slide control wonderful friction ridge quite flat two slide mesh well narrow thumb can't tell apart press flat ridge hard hurt thumb use hand slide control there's kind thin plastic-like finish that's slowly peel bother all.<br br last dry black decker small compact job many year possibly much year still wish could replace thing.<br br sound like complain know they're trivial complaint except cord length i've never diffuser attachment find worth learn use use dry style short curly hair minute hot set diffuser warm setting fast well conair hot set pretty hot need happy best even winter hair never get flyaway static electricity.<br br i've conair less year can't comment durability.<br br btw buy upon recommendation consumer report call good value certainly agree.<br br i've almost year still trouble-free,0.992,0.078,0.635,0.287
7459,R22SU17SVCT4D6,5,great professional dryer,long heavy duty cord powerful great attachment enough setting button little recess can't mistakenly hit dry fee sturdy heavy good product buck,0.9122,0.0,0.555,0.445
7460,R2GH7DDLN6IPSL,5,reduces dry time,never hear brand find boutique hotel please ordered amazon really reduce drying time result smoother hair highly recommend,0.6997,0.0,0.688,0.312
7461,R14MNH2O2BTJ9G,5,soft bonnet hairdryer convenient,many soft bonnet hairdryers available one i've success wish easy get replacement bonnet recently order dryer already bonnet month buy whole new dryer,0.8519,0.0,0.683,0.317
7462,R6JQQN5H6N0AH,5,great hair dryer,love hair dry setting dryer ever seem dry hair quicker,0.6369,0.0,0.682,0.318
7463,R38CROD9DH2HC5,4,good product,far first time i've purchase real pro affordable price...it dry fast impressive speed....love,0.5106,0.0,0.784,0.216
7464,RB06Z9K18BFZT,5,love,brand new expect work perfectly fits description purchase product,0.6369,0.0,0.656,0.344
7465,RTWEGZHSU1M4Q,5,love especially night light,handy convenient love cord hanger use hang flat iron good product cost,0.7964,0.0,0.585,0.415
7466,R2DR9T0QG1L52U,5,well design easy use easy mount,unit performs well easy install especially like magnet hold dryer wall mount plastic latch part break push dryer mount lock place,0.7778,0.0,0.698,0.302
7467,R3R6JJGTZWD9BF,5,lightweight effective,buy travel thick hair take long time dry blow dryer light weight still good job dry hair,0.4404,0.0,0.847,0.153
7468,R1FGRR6HSTFSD9,4,great blow dryer,kinky curly hair.<br pros:<br look blow dryer lot power dry hair quicker make hair less frizzy blow dryer great job dry hair faster make hair soft straighter get hot lot power like four heat setting also sturdy<br cons:<br little heavy expect bad four speed play around get right speed want cant tell low medium high speed.<br br really like blow dryer,0.8547,0.045,0.752,0.203
7469,R1L6H014MKWT1S,5,perfect,actually use garage dry glue paint finish replace unit year work great,0.6249,0.0,0.728,0.272
7470,R2ZN0O56OFHOYN,5,excellent travel,buy thus dry use hotel decide must love way handle fold easy pack suitcase cool button easy reach hair get frizzy mention retractable cord another feature love highly recommend dryer,0.9606,0.0,0.53,0.47
7471,R2GFRYS5PDL2U5,5,dryer,purchase back last one buy shuts get hot,0.0,0.0,1.0,0.0
7472,R31PRHCUBGKN9H,5,good hairdryer,wavy hair coax curl dry straight hairdryer work dry quickly whether curly straight hair diffuser wonderful put hair hair stay without blow get nice voluminous curly hair wide range blower strength heat available hairdryer blowdrying straight need use one notch maximum otherwise hair blow everywhere despite blower strength hair dryer pretty quiet fairly light cord nice long one last thing--i already knock hair dryer counter top survive seemingly without problem,0.9468,0.054,0.68,0.266
7473,R30R19M4Y2HKBE,3,nice product,use regularly serve worth price small easy carry travel,0.5859,0.0,0.593,0.407
7474,R1G3B5R5EVW5AI,5,love,love lighter th!an think dryer could live reputation...dries thick hair record time,0.6696,0.0,0.71,0.29
7475,R1LCO751RMI2S9,4,good dryer,hot hot lightweight compact flaw would like focused air stream otherwise...just right hope long life,0.7906,0.0,0.6,0.4
7476,R1DU3YA5VQLPV2,5,need,i'm travel europe need hair dryer diffuser really like heavy easy handle hot change low temperature best part voltage europe love cute,0.9456,0.059,0.451,0.49
7477,R2NUBKDW08HLXT,4,love,wife love try immediately daughter love really worth money try,0.8908,0.0,0.398,0.602
7478,R3QCBAFK3HVBHR,5,well last hairdryer,buy base recommendation freind think good haridryer issue last one stop work considerably expensive one compare two one come top sure lot air flow large handle thats comfortable hand,0.8834,0.057,0.594,0.349
7479,R2USO9IXFB4W7G,5,best hair dryer ever,lightweight compact powerful use one hotel immediately order one return home year use hair dryer myall time favorite use every morning love plus reasonably price,0.875,0.0,0.688,0.312
7480,R3838OAU3CC7RE,5,powerful lightweight,compact travel hair dryer home use sleek lightweight powerful feature anyone would need easy handle,0.6908,0.0,0.695,0.305
7481,RMVBGBOR2PTE6,4,compact traveler,dryer work efficiently easy pack unit power older traveler hair dryer adequate.<br br would buy product,0.6808,0.0,0.714,0.286
7482,R3FZVXBANK9JOJ,5,like hair dryer,hair dryer light easy use meet expectation dry medium length hair please,0.6369,0.0,0.658,0.342
7483,R12I6T67YS0B3Q,5,perfect product,product ship promptly exactly advertise much little.....does job dry hair chihuahua's bath,0.0,0.0,1.0,0.0
7484,RI0XSRIGXNU9Z,5,nice hair dryer,love ionic conditioning feature hairdryer work pretty much average hair dry keep accidentally turn way switch locate expect i'll eventually adapt,0.7184,0.086,0.647,0.266
7485,R226XE4YAB131P,5,hair dryer andis,wife use brand saw disney vacation last year like enough decide want one like search amazon surprise find order one work well wife happy seem strong air output expensive brand,0.9451,0.0,0.534,0.466
7486,R3MSE1RKIR715C,4,dry hair,price good product long thick hair take long dry one complaint diffuser pretty small otherwise good dryer,0.7783,0.091,0.537,0.372
7487,R2RPCRFDWVDN5V,5,great professional quality dryer,love vidal sassoon dryer fool size super light dry long hair minute heat setting hot warm mode dry set respectively option turn ion help good blow dry come nozzle attachment focus dry prevention frizzies also come curl enhancer help create voluminous natural waves.<br br pleasantly surprise light manage dry hair one hand comb hand,0.9864,0.036,0.481,0.483
7488,R3R4395IAKRWFY,5,jj,dream hair dryer....great product hair dry dry hair quickly give smoothness want enjoy use hair dryer get job do less time hair thick take forever dry andis professional watt ceramic ionic hair dryer,0.6705,0.0,0.822,0.178
7489,R1WOJC8G3JROL4,5,really like product dual voltage,bought could use conair infiniti pro hot brush travel country fortunately perform much good conair hot brush aside provide good styled-hair hair also shin well use product durable show design i've use regularly three month,0.7845,0.0,0.802,0.198
7490,R2PRKP3Z8LZ0BK,3,nice product low noise,dryer quiet get hot quickly three level speed fast speed still seem bit slow pro dryer happy get lifetime warranty give feedback site,0.5719,0.0,0.856,0.144
7491,R1962LMA0J6SEP,5,pleased,"go west travel take mini hair dryer work great small,but work well full size one home take much room light would recommend anyone travel perfect",0.9081,0.0,0.629,0.371
7492,RZOMNZA5C3WP6,4,good price,since switch hairdryer drying time significantly less good air power without heat hair plus attachment great since like switch curly straight,0.9063,0.0,0.546,0.454
7493,R1U3WZZLFTA2BM,5,excellent product,wife happy purchase choose product ad state quiet light powerful professional quality find everyting advertised good hairblower quiet light hold impotant factor choose prduct price reasonable delivery quick product receive pristine condition highly recommend product seller,0.9041,0.0,0.724,0.276
7494,R3OZK652U5BVB6,5,great product,make hair shiny soft love flat iron great deal compare quality flat iron would highly recommend anyone,0.902,0.0,0.558,0.442
7495,R287KT1I3RPYVM,5,great hair dryer,hotel recently stay hair dryer love much buy one get home.<br dry hair quickly nice light,0.7906,0.0,0.667,0.333
7496,RDKY8ESLTLDT7,1,buy,first two work replace amazon one worked month burn turn middle night luckily home unplug caught fire,0.3818,0.112,0.654,0.234
7497,R10UC2CFUUAYIQ,4,good great,hairdryer take lot long dry hair compare one past notice difference like claim description help ease flyaways tame hair,0.7717,0.0,0.675,0.325
7498,R3MJ8W3N9YDGUH,5,andis ionic ceramic hair dryer,like fact compact difficult travel take little room nice quiet sound dry hair nicely also retractable cord great alot cord wind item also work well small drawer use home,0.8915,0.063,0.58,0.356
7499,R2SDMHDF4MCYVH,5,great value,felt dryer great money one best dryer felt sufficient get hair dry short time period one folk want wait long hair dry also want use towel either that's love dryer low cost great people tight budget,0.9524,0.042,0.577,0.382
7500,R38GPK88BESBYM,2,travel dryer,dryer small expect also light want,0.0772,0.0,0.794,0.206
7501,R29NCVOLGCLILY,4,conair styler,hair appliance work well issue date come two attachment use intermittently lightweight easy handle button change temperature dry air bad spot every easy switch dry temperature easy enough change back different area,0.8176,0.082,0.612,0.306
7502,R19WD35AW5RP6M,3,nothing special,read review seem dryer would perform well hair type thick coarse asian hair lot dryer nothing special though powerful nothing worth raving.<br br pro three heat setting fast speed though powerful)<br br con retractable feature make cord quite short.<br br however roommate thin hair love hair dryer even consider get,0.2603,0.109,0.782,0.109
7503,R3S4COQMHOXHHS,5,"use product africa,already get one","order hair dryer advantage saw.i revlon dryer use long time guess due change.<br really look one good advance settings.i able get dry africa,from u.s.however,on receive infiniti conair dryer;i anxious use it.like custom always read manual suprised dissappointed...i able use product since receive it.<br question use product since country voltage would really love",0.8251,0.034,0.805,0.162
7504,R2TCI6BZTGHNLK,5,perfect thailand,bring thailand although blow dryer room always prefer one powerful enough dry hair quickly awesome compact work great make sure read direction use outlet,0.9231,0.0,0.601,0.399
7505,R1G64BC6QPJWAY,5,really hand free,wife m/s difficulty hold hair dry skeptical product work one see tv product boy surprised box mirror connect hair dryer hand free drying happen full size mirror bathroom sink since blo go little heavy think would work well small mirror medicine cabinet,0.7003,0.092,0.703,0.205
7506,R2OQKL3G9E7H52,5,best hair dryer i've ever use,hair super thick past use blow dry never come soft smooth like salon always dry frizzy beautician friend mine recommend switch ceramic iononic conditioning hair dryer recommend brand hot tool purchase ridiculously price hot tool hair dryer figure pay result longer dry frizzy hair blow dry silky soft smooth like salon overjoy several week ago hot tool hair dry break afford replace looked cheap alternative find dry dollar cheaper one try replace similar specification take chance i've never happy good job price professional hair dryer hair dry nearly half time never smoother softer.<br br drier much light old one comfortably fit hand due ergonomic shape loud like drier instead high pitch whiny sound nice low whooshy sound always compare hair drier sound like power drill well one sound like power drill sound like device blow air like include attachment concentrator diffuser add bonus i've use concentrator great success use diffuser yet since recently cut hair short use diffuser natural wave hair long).<br br price blow dryer definitely exceed expectation i'm go buy remington tstudio styling tool base experience dryer,0.9938,0.059,0.653,0.289
7507,RNQ7D9RTKJUFC,1,could better,good buy nothing like ion brand get hot enough dry thick hair good short thin hair maybe,0.5705,0.096,0.639,0.265
7508,R2OB299PFIICT2,4,great thick hair,dryer good thick hair dry hair quickly little heavy large size prefer like attachment come well well make good cord quality,0.9136,0.0,0.505,0.495
7509,RHAOA32WUC018,5,operates advertise,little difficulty find surface put would match seat high enough hood short like can't put din room table use one chair would helpful advertize text state high top inside hood surface dryer rest,0.6115,0.055,0.759,0.186
7510,REU56PP7TNKKX,5,hair dryer choice,really love hair dryer old dryer die need get new one quickly want one quiet dry well onei flat iron i'm happy happy buy hair dryer love low volume hair dryer love ionic switch really dry well happy purchase,0.9752,0.094,0.437,0.469
7511,R3JA6DLAH2O67I,4,best dyer,really thick hair i've try many blow dryer result conair yellow bird...i love product recommend others,0.7717,0.0,0.676,0.324
7512,R1PEIVS7ANIFLE,4,overall great dryer work advertise,long butt fine wavy hair dominican remember go salon every saturday morning since mother could pay dollar lady blow dry hair.<br br fast forward year i'm work full time marry go back school time go salon sit hour hair get blown out.<br br thankfully hair roller sit dryer minute boom...no salon nice wave well blown much cheap go salon btw.<br br looove dryer timer mean watch clock constantly dry get hot almost hot used high set mean spend less time dryer loud also like also order adjust height dryer one need turn sort knob right one push low need pull high need i'm do people may use work me.<br br roller use jumbo/extra large one around head even i'm still able fit inside bonnet.<br br take one star b/c bit challenge put together material seem bit cheap overall dryer get hot noisy make look like go salon!<br br good buy great value,0.9674,0.03,0.806,0.164
7513,R2SD86HQ07IXLJ,5,best hair dryer wife ever own,wife love daughter buy another one her.<br fast dry frizzzzz light easy hold.<br great price fast ship great product,0.946,0.0,0.495,0.505
7514,R32D2U3Z634BRV,5,great hairdryer,tire cheap hair dryer break decide purchase dryer please hair dryer much quieter dryer dry hair quickly would recommend,0.5859,0.0,0.78,0.22
7515,R36FAMC933GTQ5,5,finally find great hairdryer,daughter gotten ionic hair dryer tell much enjoy though hair much shorter decide give try order onei mk_ll different brand daughter love first time use color hair thin side dryer tame frizzies add body shine.<br daughter try come visit course love so--i buy one claim light easy handle dry hair quicker much good job old one.<br delivery prompt product good condition problem,0.9559,0.035,0.705,0.26
7516,RX91BCR5UCFVE,2,much work,dryer take long time dry fine wavy chin length hair minute think problem weak airflow also style nozzle keep fall really annoy i've dryer six month already invest new dryer different brand think problem hair blow dry hair salon stylist's dryer come shiny beautiful much less time since use brush product know must dryer inexpensive dryer prefer andis pay little next dryer suppose good quality,-0.5095,0.164,0.726,0.11
7517,RWD2IJZDK91O2,5,great job,buy dryer come diffuser need dual voltage dryer travel europe fold great travel work well review dryer say work high use low high voltage diffuser decent job diffuse air dry hair well without firzzing plan use travel use week overseas can't vouch durability time though satisfied,0.8402,0.039,0.756,0.205
7518,RX2VUFPJ7TNUO,2,last year,i've hairdryer less year button function work anymore even though hairdryer perfect condition.<br shame conair use cheap material product,0.1531,0.13,0.714,0.155
7519,R3BG33JFBIABNB,4,everything excellent,say hair dry insist make people write long review somthing say good isnt enough different do wether like,0.6597,0.0,0.748,0.252
7520,RTLLVHAW9T4TI,3,work great month,love hair dryer first month use start cut middle dry hair last hair dryer last year one last month,0.4767,0.09,0.73,0.18
7521,R16GJBW0CS5IOK,5,awesone dryer,far best hair dryer own frizzy curly hair dryer definitely job tell huge difference use first time,0.8481,0.0,0.603,0.397
7522,R2CJPE74CS891A,4,powerful,hung small bathroom powerful small hairdryer night light super bright--a little bright,0.8522,0.0,0.492,0.508
7523,RTBV62NJTK4HB,5,good hair dryer,little skepital spending hair dryer think difference dryer dryer hair dryer quite light weight dry quick well make get two week far good,0.6124,0.0,0.808,0.192
7524,R8LQ49YT22CSJ,5,convenient product,third andis hangup pro turbo hair dryer model past year husband use daily basis love convenience wall easy access product reliable must keep dust screen back handheld unit clean easy clean unscrews wall mount reset button unit shuts due overheat usually occur screen kept clean would purchase another product need,0.9524,0.0,0.709,0.291
7525,R1D2EWSU06JEHS,3,hair dryer,use hair dryer every day feel dry job previously revlon mini work great case continue use one dy,0.6249,0.0,0.806,0.194
7526,R2KK2DB2MAP9H3,3,good blow dryer bad holder mechanism,great blow dryer hold tight holder rather loosely use short time plastic piece hold hair dry place break disconnect sit basement use,0.6249,0.0,0.837,0.163
7527,R3BWG8NU4OC4TR,4,great wear year,purchase unit last anywhere year thankfully mount design stay take old put new convenience low price worth replace unit,0.3818,0.092,0.702,0.206
7528,R1CKY5RJP5TC76,1,die week,love travel dryer first use however morning plug ready go response try use several outlet house get action last hair dryer last year without fail disappoint,0.8958,0.0,0.651,0.349
7529,R9W5RRT9DE42Z,4,work great unless get hair caught,really love hair dryer long time work fine good price.<br br one day mother-in-law get hair catch one anyway seem work half power get really hot really easily suppose would expensive hair dryer could take preventative measure system effectively deal sort thing happen.<br br even i'm satisfy might buy new one pas old one mother-in-law,0.952,0.0,0.731,0.269
7530,R3ILMOFRVTKEPT,5,wife love hair dryer,buy hair dry wife replace old one start physically wear one dry hair several minute faster old one even hair/dust clean filter highly recommend finish soft touch satiny plastic paint coating feel good hold hand,0.8908,0.0,0.728,0.272
7531,R2DUR8DO750E3R,3,cord short,like power feel dryer ionic conditioning leave less frizz cord short use outlet near floor use extension cord can't maneuver head i'm outlet counter height fine,0.4767,0.042,0.807,0.151
7532,R2Q9CJAB9NGSBB,5,great dryer price,wonderful dryer cost arm leg buy earlier,0.5719,0.0,0.619,0.381
7533,R1MWSU230T253Y,5,order second one,much heavy use two people daily original remington finally bit dust last good long time love much order one replacement even see else never i'm research queen figure look something else one everything quiet perfect temperature dry fast leaf hair silky shiny bit heavy get use quickly feel solid nice slip texture plus extra long cord highly recommend,0.9601,0.0,0.715,0.285
7534,R1M40TP573G8HJ,5,best hair dryer,dryer quiet powerful three heat speed setting one without heat dryer silky-touch surface smooth handle use andis hair dryer year use upscale hotel,0.4215,0.0,0.887,0.113
